"time","count","year"
20190929,3,2019
20190930,11,2019
20191001,58,2019
20191002,9,2019
20191003,10,2019
20191004,7,2019
20191005,3,2019
20191006,11,2019
20191007,4,2019
20191008,3,2019
20191009,2,2019
20191010,9,2019
20191011,3,2019
20191012,9,2019
20191013,6,2019
20191014,7,2019
20191015,16,2019
20191016,11,2019
20191017,10,2019
20191018,6,2019
20191019,10,2019
20191020,8,2019
20191021,4,2019
20191022,8,2019
20191023,1,2019
20191024,4,2019
20191025,11,2019
20191026,4,2019
20191027,5,2019
20191028,8,2019
20191029,3,2019
20191030,12,2019
20191031,15,2019
20191101,50,2019
20191102,6,2019
20191103,6,2019
20191104,5,2019
20191105,4,2019
20191106,4,2019
20191107,10,2019
20191108,3,2019
20191109,6,2019
20191110,9,2019
20191111,15,2019
20191112,8,2019
20191113,10,2019
20191114,9,2019
20191115,14,2019
20191116,5,2019
20191117,9,2019
20191118,11,2019
20191119,3,2019
20191120,11,2019
20191121,12,2019
20191122,13,2019
20191123,8,2019
20191124,2,2019
20191125,6,2019
20191126,5,2019
20191127,11,2019
20191128,5,2019
20191129,9,2019
20191130,8,2019
20191201,45,2019
20191202,13,2019
20191203,14,2019
20191204,6,2019
20191205,5,2019
20191206,5,2019
20191207,6,2019
20191208,4,2019
20191209,8,2019
20191210,11,2019
20191211,7,2019
20191212,8,2019
20191213,6,2019
20191214,5,2019
20191215,13,2019
20191216,12,2019
20191217,6,2019
20191218,10,2019
20191219,7,2019
20191220,5,2019
20191221,1,2019
20191222,8,2019
20191223,3,2019
20191224,7,2019
20191225,5,2019
20191226,5,2019
20191227,11,2019
20191228,13,2019
20191229,6,2019
20191230,4,2019
20191231,10,2019
